name, geometry, date (mm/dd/yr), short wavelength displacement, source file
Series 24, POINT(-77.86096668298264 40.802754880642766), 08/02/2024, 0.0157799125, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240801T230755Z_v1.0_20250901T121119Z.nc
Series 24, POINT(-77.86096668298264 40.802754880642766), 08/14/2024, 0.014563024, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240813T230755Z_v1.0_20250901T121119Z.nc
Series 24, POINT(-77.86096668298264 40.802754880642766), 09/07/2024, 0.0103375316, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240906T230755Z_v1.0_20250901T121119Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/07/2016, 0.0001709759, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20161006T230718Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/19/2016, 0.0030937195, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20161018T230718Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/31/2016, 0.0004464388, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20161030T230718Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/12/2016, -0.0011050701, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20161111T230718Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/24/2016, 0.0020022392, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20161123T230718Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/05/2017, 0.0014843941, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20170404T230715Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/17/2017, -0.0084075928, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20170416T230716Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/29/2017, -0.0008490086, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20170428T230716Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/11/2017, 0.0002828836, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20170510T230717Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/23/2017, 0.0032625198, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20170522T230717Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/04/2017, 0.0053091049, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20170603T230718Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/16/2017, -0.0008443594, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20170615T230719Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/28/2017, 0.0043258667, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20170627T230720Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 07/10/2017, 0.0036964417, OPERA_L3_DISP-S1_IW_F00836_VV_20160702T230714Z_20170709T230720Z_v1.0_20260223T222530Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 07/22/2017, 0.0091905594, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20170721T230721Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/03/2017, 0.015039444, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20170802T230722Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/15/2017, -0.0009832382, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20170814T230722Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/27/2017, -0.0007896423, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20170826T230723Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/20/2017, 0.0060749054, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20170919T230724Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/02/2017, 0.0057382584, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20171001T230724Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/14/2017, 0.000685215, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20171013T230724Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/26/2017, 0.0036029369, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20171025T230724Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/07/2017, 0.008263588, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20171106T230724Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/19/2017, 0.003389895, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20171118T230724Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 12/01/2017, 0.0028754473, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20171130T230724Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 03/31/2018, -0.0005264282, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20180330T230721Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/12/2018, 0.0029184818, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20180411T230722Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/24/2018, 0.0037691891, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20180423T230722Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/06/2018, 0.0015587807, OPERA_L3_DISP-S1_IW_F00836_VV_20170709T230720Z_20180505T230723Z_v1.0_20250829T232647Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/18/2018, 0.0064301491, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20180517T230724Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/30/2018, 0.0067095757, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20180529T230724Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/11/2018, 0.0035743713, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20180610T230725Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/23/2018, 0.0066971779, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20180622T230726Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 07/05/2018, 0.0021961927, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20180704T230726Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 07/17/2018, 0.0071005821, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20180716T230727Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 07/29/2018, -0.0103125572, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20180728T230728Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/10/2018, 0.0030043125, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20180809T230729Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/22/2018, 0.0076079369, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20180821T230729Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/03/2018, 0.0010215044, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20180902T230730Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/27/2018, 0.0078978539, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20180926T230731Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/09/2018, 0.0072703362, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20181008T230731Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/21/2018, 0.00319314, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20181020T230731Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/02/2018, 0.0071959496, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20181101T230731Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/14/2018, 0.0026552677, OPERA_L3_DISP-S1_IW_F00836_VV_20180505T230723Z_20181113T230731Z_v1.0_20250830T091623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/26/2018, 0.0014052391, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20181125T230730Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 03/26/2019, 0.0002262592, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190325T230728Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/07/2019, 0.0016489029, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190406T230728Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/19/2019, 0.0043377876, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190418T230728Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/01/2019, 0.0037744045, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190430T230729Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/13/2019, 0.003187418, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190512T230729Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/06/2019, 0.0035452843, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190605T230731Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/18/2019, 0.004709959, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190617T230731Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/30/2019, 0.0113871098, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190629T230732Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 07/12/2019, 0.0037837029, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190711T230733Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 07/24/2019, 0.0134241581, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190723T230734Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/05/2019, 0.0074856281, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190804T230734Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/17/2019, 0.0141108036, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190816T230735Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/29/2019, 0.0086987019, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190828T230736Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/10/2019, 0.0034028292, OPERA_L3_DISP-S1_IW_F00836_VV_20181113T230731Z_20190909T230736Z_v1.0_20250830T184234Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/22/2019, -0.0047777891, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20190921T230737Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/04/2019, -0.0058916807, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20191003T230737Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/16/2019, 0.003467828, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20191015T230737Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/28/2019, 0.0046538115, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20191027T230737Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/09/2019, 0.0034369007, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20191108T230737Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/21/2019, 0.0055037737, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20191120T230737Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/01/2020, 0.0021890402, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200331T230734Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/13/2020, -0.0033282042, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200412T230735Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/25/2020, 0.0048338175, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200424T230735Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/07/2020, 0.0063773394, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200506T230735Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/19/2020, 0.0032962114, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200518T230736Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/31/2020, 0.0090276003, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200530T230737Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/12/2020, 0.0025527477, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200611T230738Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/24/2020, 0.0077773333, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200623T230739Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 07/06/2020, 0.0056210756, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200705T230739Z_v1.0_20250831T005427Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 07/18/2020, 0.0080019236, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200717T230740Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 07/30/2020, 0.0138875246, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200729T230741Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/11/2020, 0.0057417601, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200810T230741Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/23/2020, 0.0106993914, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200822T230742Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/04/2020, 0.0080419779, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200903T230743Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/16/2020, 0.0082689524, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200915T230743Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/28/2020, 0.0079885721, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200927T230743Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/10/2020, 0.0077291727, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20201009T230744Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/22/2020, 0.0068451166, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20201021T230744Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/03/2020, 0.0069462061, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20201102T230744Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/15/2020, 0.0069152117, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20201114T230743Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/27/2020, 0.0067471266, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20201126T230743Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 03/27/2021, 0.0018526316, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20210326T230740Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/20/2021, 0.0059090853, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20210419T230741Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/02/2021, 0.006062448, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20210501T230741Z_v1.0_20250831T084302Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/26/2021, 0.0069279075, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210525T230743Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/07/2021, 0.0098914504, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210606T230743Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/19/2021, 0.0065897107, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210618T230744Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 07/13/2021, 0.0099906325, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210712T230746Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/06/2021, 0.0034436584, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210805T230747Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/18/2021, 0.0113057494, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210817T230747Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/30/2021, 0.0146073699, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210829T230748Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/11/2021, 0.0074407458, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210910T230749Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/23/2021, 0.0140237212, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210922T230749Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/05/2021, 0.0080143809, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211004T230749Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/17/2021, 0.0090569854, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211016T230749Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/29/2021, 0.0062398314, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211028T230749Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/10/2021, 0.0079528689, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211109T230749Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/22/2021, 0.0083717704, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211121T230749Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/15/2022, 0.0093006492, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20220414T230746Z_v1.0_20250831T161549Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/27/2022, 0.0016369224, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220426T230747Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/09/2022, 0.0057863593, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220508T230747Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/26/2022, 0.0054120421, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220625T230751Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 07/20/2022, 0.0120109916, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220719T230752Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/01/2022, 0.0118288398, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220731T230753Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/13/2022, 0.0103563666, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220812T230754Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/25/2022, 0.0059661269, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220824T230754Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/06/2022, 0.0082585216, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220905T230755Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/18/2022, 0.0078234076, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220917T230755Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/30/2022, 0.0097547174, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220929T230755Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/12/2022, 0.0080365539, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20221011T230755Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/24/2022, 0.0086116195, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20221023T230755Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/05/2022, 0.0067676902, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20221104T230755Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/17/2022, 0.0100348592, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20221116T230755Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 11/29/2022, 0.007019937, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20221128T230755Z_v1.0_20250831T211447Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 03/29/2023, 0.0076621175, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230328T230751Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/10/2023, 0.0089566112, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230409T230752Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 04/22/2023, 0.0109109282, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230421T230752Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/04/2023, 0.0094847083, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230503T230753Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/16/2023, 0.0065643787, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230515T230754Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 05/28/2023, 0.0093864799, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230527T230754Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/09/2023, 0.0103616118, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230608T230754Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 06/21/2023, 0.0119208694, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230620T230755Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 07/15/2023, 0.0032195449, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230714T230757Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/08/2023, 0.0109919906, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230807T230758Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 08/20/2023, 0.0091924071, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230819T230759Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/01/2023, 0.0101508498, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230831T230759Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/13/2023, 0.0092110038, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230912T230800Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 09/25/2023, 0.0083603263, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230924T230800Z_v1.0_20250901T050623Z.nc
Series 25, POINT(-77.86104452567545 40.802776930810495), 10/07/2023, 0.0090546012, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20231006T230800Z_v1.0_20250901T050623Z.nc
