event_id,dataset,date,disp_mm,n_pairs
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-03-02,8.803765479154425,2
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-03-08,28.184061172270432,3
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-03-14,-45.30777754479389,3
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-03-20,-27.314265069049974,4
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-03-26,-62.0548908330247,3
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-04-01,-40.631011497749384,4
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-04-07,-36.534580555925515,3
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-04-13,-35.37020277650713,4
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-04-19,-8.868908287412156,3
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-04-25,-24.846466459931694,4
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-05-01,25.55020459214025,3
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-05-07,13.13621744795079,4
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-05-13,20.535162099720484,4
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-05-19,9.782510776484624,5
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-05-25,-19.23527009437006,6
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-05-31,-21.099247501886754,7
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-06-06,-33.286226797208094,6
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-06-12,-13.454029673626469,7
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-06-18,-42.9399498318918,7
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-06-24,-33.686019825148136,10
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-06-30,-29.682237041239155,7
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-07-06,8.887319247304214,10
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-07-12,27.100187445963517,7
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-07-18,37.463857816878985,10
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-07-24,29.424065566714,5
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-07-30,17.909054981074792,10
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-08-05,10.230426386027057,7
